Strassenname,Strassentyp,Breitengrad,Laengengrad
Zellerstrasse,residential,47.3417022,8.5357442
Thujastrasse,residential,47.3490368,8.5264038
Uetlibergstrasse,residential,47.3530747,8.5112903
Frauentalweg,residential,47.3550519,8.5115823
Paul-Clairmont-Strasse,residential,47.3652503,8.5024338
Birmensdorferstrasse,secondary_link,47.3680021,8.4959978
Gehrenholzstrasse,residential,47.3635098,8.5080129
Letzigraben,residential,47.3806344,8.5025717
Technoparkstrasse,residential,47.3888633,8.5158482
Obere Weiherstrasse,residential,47.3974908,8.5282627
Wibichstrasse,residential,47.3975896,8.5264322
Wolfgrimweg,residential,47.3984919,8.5223693
Waidstrasse,residential,47.3954154,8.5222775
Rosengartenbrücke,tertiary,47.3949875,8.5245795
Lehenstrasse,residential,47.3965487,8.5221894
Im Sydefädeli,residential,47.3949931,8.5165154
Zschokkestrasse,residential,47.395787,8.5243617
Dorfstrasse,residential,47.3947617,8.5213212
Förrlibuckstrasse,residential,47.391943,8.5127233
Frauentalweg,residential,47.3545696,8.510219
Hegianwandweg,residential,47.3565533,8.5107326
Friesenbergstrasse,residential,47.3617804,8.5033741
Frymannstrasse,residential,47.3353426,8.5171845
Rebenstrasse,residential,47.3347227,8.5173252
Rellstabstrasse,residential,47.3345526,8.5150021
Wegackerstrasse,residential,47.3350455,8.5162026
Leimbachstrasse,tertiary,47.3326625,8.5179571
Maneggbrücke,primary,47.3369438,8.5188385
Bleicherweg,residential,47.3684381,8.5370018
St. Annagasse,residential,47.372716,8.5372102
Flössergasse,residential,47.3692162,8.5324529
Sihlamtsstrasse,residential,47.3702776,8.5317241
Gerechtigkeitsgasse,residential,47.3690472,8.5307182
Friedensgasse,residential,47.369709,8.5326039
Holzgasse,residential,47.3694582,8.5308873
Glärnischstrasse,residential,47.3683584,8.5372581
Claridenstrasse,residential,47.3678197,8.5370368
Kurt-Guggenheim-Strasse,residential,47.3671623,8.5399898
Birchstrasse,secondary,47.4298529,8.5494912
Birchstrasse,secondary,47.4299667,8.5492522
Birchstrasse,secondary,47.4304543,8.5498668
Birchstrasse,secondary,47.4309744,8.5504963
Bubenbergstrasse,residential,47.358382,8.5210578
Manessestrasse,primary,47.3658707,8.5220113
Eibenstrasse,residential,47.3635115,8.5209071
Eichstrasse,residential,47.3628126,8.5205431
Ohne Namen,residential,47.3629846,8.520668
Ernst-Zöbeli-Strasse,residential,47.3920121,8.4734835
Herostrasse,residential,47.3942799,8.486913
Bändliweg,residential,47.3958086,8.4852674
Tüffenwies,residential,47.3961505,8.4856056
Meierwiesenstrasse,tertiary,47.3950163,8.4912348
Hardhof,residential,47.3977328,8.4948763
Kappelergasse,residential,47.3689749,8.540697
Börsenstrasse,residential,47.3678299,8.53957
Dufourstrasse,residential,47.3549182,8.555126
Fröhlichstrasse,residential,47.3543411,8.5560114
Höschgasse,secondary,47.3588505,8.5571618
Alderstrasse,residential,47.35617,8.5527699
Ueberlandstrasse,secondary,47.4072561,8.5853443
Ueberlandstrasse,secondary,47.4073111,8.5854996
Ueberlandstrasse,secondary,47.4082016,8.5818451
Aubruggstrasse,tertiary,47.4110457,8.5710551
Hagenholzstrasse,tertiary,47.4145383,8.5588363
Auzelg,residential,47.4146189,8.5703015
Schulstrasse,residential,47.4100311,8.5437339
Ohmstrasse,residential,47.4112132,8.5457529
Felsenrainstrasse,residential,47.4194582,8.5398213
Bühlwiesenstrasse,residential,47.4168233,8.5475036
Grünhaldenstrasse,residential,47.4163368,8.5455911
Starengasse,residential,47.4179271,8.5472702
Friesstrasse,primary,47.4135718,8.5465319
Ohmstrasse,residential,47.4120577,8.546007
Jungholzstrasse,residential,47.4169284,8.5441195
Gujerstrasse,residential,47.4155009,8.544721
Ruedi-Walter-Strasse,residential,47.4144695,8.5415817
Thurgauerstrasse,secondary,47.4166909,8.552879
Hagenholzstrasse,tertiary,47.4145201,8.5582364
Opfikonstrasse,residential,47.4134024,8.5723518
Aubruggweg,residential,47.4120292,8.5675476
Hirschwiesenstrasse,primary,47.3994639,8.5434797
Winterthurerstrasse,primary_link,47.3998593,8.5488656
Winterthurerstrasse,primary,47.398787,8.5471107
Bülachstrasse,tertiary,47.4016184,8.5481198
Hirschwiesenstrasse,primary,47.4002363,8.5466155
Bucheggstrasse,primary,47.3983894,8.5379102
Bucheggstrasse,primary,47.39829,8.536851
Ohne Namen,primary,47.3978331,8.5334281
Bucheggstrasse,tertiary,47.3979449,8.5347871
Bucheggstrasse,tertiary,47.3981944,8.5359374
Grebelackerstrasse,residential,47.3994241,8.5365484
Goldbrunnenstrasse,residential,47.3723019,8.5100305
Hardgutstrasse,residential,47.3828072,8.5008197
Florastrasse,residential,47.3611046,8.5498813
Gotthardstrasse,residential,47.3662597,8.5374418
Saatlenstrasse,residential,47.4073037,8.5661342
Grosswiesenstrasse,residential,47.4034487,8.5840986
Hirzenbachstrasse,residential,47.4047942,8.5870415
Luchswiesenstrasse,residential,47.4044499,8.5856693
Altwiesenstrasse,residential,47.4021375,8.583352
Kronwiesenstrasse,residential,47.4041641,8.5800979
Glattwiesenstrasse,residential,47.4038063,8.5816831
Roswiesenstrasse,residential,47.4062981,8.5782265
Riedackerstrasse,residential,47.4009635,8.5866574
Heerenschürlistrasse,residential,47.4005131,8.5912105
Heerenschürlistrasse,residential,47.4010646,8.5913097
Am Luchsgraben,residential,47.4054292,8.5845684
Probsteistrasse,residential,47.401046,8.5785623
Sunnige Hof,residential,47.3995889,8.5863879
Sunnige Hof,residential,47.3988392,8.5861228
Erlachstrasse,residential,47.3690674,8.5235042
Fronwaldstrasse,residential,47.4220585,8.5095406
Blumenfeldstrasse,residential,47.4231791,8.5038136
Bachmannweg,residential,47.4211171,8.5073323
Bächlerstrasse,residential,47.4189046,8.5026672
Hertensteinstrasse,residential,47.423781,8.5430655
Rothstrasse,residential,47.3928468,8.534721
Siewerdtstrasse,secondary_link,47.412232,8.5504793
Siewerdtstrasse,residential,47.4121231,8.5480349
Birnbaumstrasse,residential,47.4112807,8.5491431
Neudorfstrasse,residential,47.4110156,8.5477137
Neudorfstrasse,residential,47.4119531,8.5482906
Neudorfstrasse,residential,47.411477,8.5479465
Salerstrasse,residential,47.4073129,8.5481367
Stockerstrasse,tertiary,47.36949,8.5338034
Beatengasse,residential,47.3758714,8.540084
Usteristrasse,tertiary,47.3758548,8.536407
Schärenmoosstrasse,residential,47.4198653,8.5550404
Im Hagenbrünneli,residential,47.4156285,8.5129343
Mühlezelgstrasse,residential,47.377502,8.4923634
Horensteinstrasse,residential,47.4263515,8.5075562
Seebacherstrasse,tertiary,47.4223782,8.5423992
Neuwiesenstrasse,residential,47.4156392,8.5140977
In der Wässeri,residential,47.3739134,8.486247
Letzigraben,residential,47.3722185,8.4937568
Langgrütstrasse,residential,47.3739979,8.4915
Wydäckerring,residential,47.3701089,8.4925683
Maienweg,residential,47.4082225,8.5270804
Oberwiesenstrasse,residential,47.4111507,8.5324306
Gubelhangstrasse,residential,47.409257,8.5433554
Schaffhauserstrasse,primary,47.4033496,8.5475319
Seminarstrasse,residential,47.3956636,8.5339215
Waltersbachstrasse,residential,47.3836465,8.5414787
Birchstrasse,secondary,47.4278331,8.5468763
Birchstrasse,secondary,47.4287525,8.5483673
Birchstrasse,secondary,47.4296104,8.5489739
Schaffhauserstrasse,primary,47.4274064,8.5561573
Rümlangstrasse,residential,47.4311678,8.5390808
Leimgrübelstrasse,tertiary,47.4287573,8.545014
Schwandenwiesen,residential,47.4244443,8.5364522
Buhnrain,residential,47.4226684,8.5422805
Stiglenstrasse,residential,47.4272174,8.5528484
Rümlangstrasse,tertiary,47.4294096,8.5416342
Rümlangstrasse,residential,47.4276097,8.5434729
Käshaldenstrasse,tertiary,47.4322368,8.521203
Caspar-Wüst-Strasse,residential,47.4297238,8.5429261
Schönauring,residential,47.427131,8.5380698
Stiglenstrasse,residential,47.4275959,8.5500623
Stüssistrasse,residential,47.3956557,8.5415635
Im Eisernen Zeit,residential,47.3931678,8.5424973
Milchbuckstrasse,residential,47.3939666,8.5436461
Milchbuckstrasse,residential,47.3938017,8.5451618
Eggenschwilerweg,residential,47.3924018,8.5426069
Laufferweg,residential,47.392854,8.542888
Zanggerweg,residential,47.3918031,8.5438518
Scheuchzerstrasse,residential,47.3873672,8.5446039
Ottikerstrasse,residential,47.3857038,8.5468309
Stolzestrasse,residential,47.38627,8.5462409
Goetzstrasse,residential,47.3901707,8.5455317
Röslistrasse,residential,47.3892241,8.542936
Röslistrasse,residential,47.3904907,8.544619
Werikonweg,residential,47.3897457,8.5428038
St. Moritzstrasse,residential,47.3870881,8.5406087
Gämsenstrasse,residential,47.3884131,8.5400557
Langmauerstrasse,residential,47.3886335,8.5409708
Schindlersteig,residential,47.3895349,8.5397214
Ekkehardstrasse,residential,47.386894,8.5440992
Renggerstrasse,residential,47.345243,8.5325632
Schürbungert,residential,47.4011658,8.5379224
Nidelbadstrasse,residential,47.3309159,8.5364177
Nidelbadstrasse,residential,47.3310564,8.5366037
Motorenstrasse,residential,47.3851128,8.5292256
Fellenbergstrasse,residential,47.3756331,8.488438
Langgrütstrasse,residential,47.3732397,8.4977104
Dennlerstrasse,residential,47.3799616,8.4971467
Freihofstrasse,residential,47.3850627,8.5008191
In der Ey,residential,47.3727579,8.4893521
Ginsterstrasse,residential,47.37595,8.4934931
Albert-Schneider-Weg,residential,47.3755359,8.4945236
Zurlindenstrasse,residential,47.3767626,8.5111549
Zentralstrasse,residential,47.3753917,8.5150615
Martastrasse,residential,47.3753802,8.5136786
Idastrasse,residential,47.3736622,8.51488
Bremgartnerstrasse,residential,47.3717292,8.5195496
Zurlindenstrasse,residential,47.3734643,8.5162225
Zentralstrasse,residential,47.3730505,8.5179222
Genferstrasse,residential,47.3648051,8.5343367
Utobrücke,secondary,47.3600702,8.523033
Giesshübelstrasse,secondary,47.3583438,8.5188561
Herrenbergstrasse,residential,47.3850322,8.5468731
Florhofgasse,residential,47.3718481,8.5482106
Frohalpstrasse,residential,47.3422113,8.5246361
Gustav-Heinrich-Weg,residential,47.3373665,8.5241129
Glaubtenstrasse,tertiary,47.4112976,8.5060104
Auwiesenstrasse,residential,47.4161553,8.5692475
Wallisellenstrasse,tertiary,47.4105646,8.5699151
Herzogenmühlestrasse,tertiary_link,47.4105303,8.5722641
Luegislandstrasse,residential,47.4045935,8.5645694
Blauäcker,residential,47.4049823,8.5712048
Tulpenstrasse,residential,47.4051874,8.5647857
Aubruggstrasse,tertiary,47.4111684,8.570873
Aubruggstrasse,tertiary,47.413037,8.5675534
Aubruggstrasse,tertiary,47.4120465,8.5690935
Greifenseestrasse,residential,47.4089107,8.5561684
Tramstrasse,primary_link,47.4086197,8.5502442
Kirchenackerweg,residential,47.4088108,8.5530203
Funkackerstrasse,residential,47.4061823,8.556685
Apfelbaumstrasse,residential,47.4075744,8.5564768
Funkwiesenstrasse,residential,47.4068069,8.5595831
Salvatorstrasse,residential,47.4072219,8.5527919
Friedackerstrasse,residential,47.4075718,8.5545848
Magdalenenstrasse,residential,47.4051886,8.5572937
Spatenstrasse,residential,47.4071755,8.5535908
Limmatquai,primary,47.3681399,8.5444735
Werdstrasse,tertiary,47.3728262,8.5303928
Stauffacherstrasse,tertiary,47.3784435,8.5200324
Talacker,residential,47.370971,8.5365604
Heimplatz,tertiary,47.3706787,8.5483812
Goldregenweg,residential,47.4085824,8.532547
Regensbergstrasse,residential,47.4076505,8.5433684
Malvenstrasse,residential,47.4035101,8.5435543
Allenmoosstrasse,residential,47.4029999,8.5368437
Berninastrasse,residential,47.4063403,8.5399092
Baumackerstrasse,residential,47.4083268,8.5459678
Schulstrasse,residential,47.4084972,8.5445162
Beckhammer,residential,47.4016074,8.5415241
Anna-Heer-Strasse,residential,47.3998244,8.5412802
Nordheimstrasse,residential,47.4038743,8.5318201
Althoossteig,residential,47.4112983,8.5255143
Althoosstrasse,residential,47.4109553,8.5218353
Wannenholzstrasse,residential,47.41149,8.5210594
Winkelstrasse,residential,47.4106096,8.522549
Waldstrasse,residential,47.4098367,8.5235119
Schützenmatt,residential,47.4091357,8.5246907
Erchenbühlstrasse,residential,47.4129564,8.5165488
Primelstrasse,residential,47.413339,8.5162958
Erchenbühlstrasse,residential,47.414238,8.5137171
Obsthaldenstrasse,residential,47.413742,8.5182034
In Böden,residential,47.4163353,8.514618
Kühriedweg,residential,47.4094714,8.556317
Winterthurerstrasse,primary,47.4007813,8.5488431
Ohne Namen,primary,47.4006375,8.5500222
Ohne Namen,primary,47.3996594,8.5438277
Ohne Namen,primary,47.4002098,8.5469225
Föhrenstrasse,residential,47.4073738,8.5419494
Venusstrasse,residential,47.4077452,8.5444818
Blütenstrasse,residential,47.404411,8.5466557
Landhusweg,residential,47.4208749,8.5481656
Schwandenacker,residential,47.4241376,8.5353902
Wolfswinkel,residential,47.424186,8.5132204
Reckenholzstrasse,residential,47.42175,8.514348
Teufwiesenstrasse,residential,47.4246426,8.5143192
Im Isengrind,residential,47.4225599,8.5120053
Bergacker,residential,47.4162342,8.5085685
Regulastrasse,residential,47.4165801,8.5096483
Regulastrasse,residential,47.4155022,8.5111146
Lerchenrain,residential,47.4141688,8.5084921
Kiefernweg,residential,47.4069551,8.5341188
Aehrenweg,residential,47.4091855,8.5339804
Holunderweg,residential,47.4083858,8.536347
Stapferstrasse,residential,47.3839089,8.5475972
Nelkenstrasse,residential,47.3820492,8.547453
Volkmarstrasse,residential,47.3848864,8.5434829
Spanweidstrasse,residential,47.387224,8.5402597
Lindenbachstrasse,residential,47.3873905,8.5389154
Kronenstrasse,residential,47.3878541,8.5389058
Gaugerstrasse,residential,47.3871148,8.5386839
Markusstrasse,residential,47.3879997,8.5372953
Schindlerstrasse,residential,47.3890885,8.5382333
Meinradstrasse,residential,47.3885632,8.5388793
Pfirsichstrasse,residential,47.3895766,8.5377455
Pflugstrasse,residential,47.3901305,8.5370128
Meierweg,residential,47.3887847,8.5384519
Pflugstrasse,residential,47.3904116,8.5382997
Rötelstrasse,residential,47.3913177,8.5365227
Nordstrasse,residential,47.3848349,8.5388636
Rousseaustrasse,residential,47.3892324,8.5334678
Nürenbergstrasse,residential,47.3926104,8.5334472
Bachofnerstrasse,residential,47.3914645,8.5341809
Lettenstrasse,residential,47.3907186,8.5328854
Schubertstrasse,residential,47.3905659,8.5348897
Weizenstrasse,residential,47.3896267,8.5356389
Imfeldstrasse,residential,47.3887084,8.5347804
Wasserwerkstrasse,tertiary,47.3887397,8.530989
Okenstrasse,residential,47.3881435,8.5350621
Weinbergstrasse,tertiary,47.3904805,8.5397547
Hotzestrasse,residential,47.3922119,8.5390588
Schaffhauserstrasse,tertiary,47.394618,8.5394594
Schaffhauserstrasse,tertiary,47.3935332,8.5391424
Rothstrasse,tertiary,47.3936825,8.538919
Stoffelstrasse,residential,47.4164412,8.5484779
Buchfinkenstrasse,residential,47.4170918,8.5484597
Bachtelweg,residential,47.4177031,8.5486333
Federnstrasse,residential,47.4159955,8.5485266
Mattackerstrasse,residential,47.4261324,8.5530652
Kosakenweg,residential,47.4182086,8.5491649
Himmeristrasse,residential,47.4194962,8.5368233
Himmeriweg,residential,47.4184042,8.5375927
Birchstrasse,residential,47.4235607,8.5399462
Köschenrütistrasse,residential,47.4241619,8.5377097
Birchstrasse,residential,47.4207614,8.5386134
Höhenring,residential,47.419866,8.5420726
Eigenwasenstrasse,residential,47.4209721,8.5418575
Obstgartenstrasse,residential,47.3824846,8.5425391
Gallusstrasse,residential,47.3854391,8.5378361
Laurenzgasse,residential,47.3853452,8.5396962
Georgengasse,residential,47.3845583,8.539573
Leonhardshalde,residential,47.3772446,8.5450946
Binzstrasse,residential,47.3631595,8.517623
Thurwiesenstrasse,residential,47.3933205,8.5319937
Rütschistrasse,residential,47.3935747,8.532768
Lägernstrasse,residential,47.3947718,8.5315914
Rötelsteig,residential,47.3937102,8.5302246
Rosengartenstrasse,residential,47.395742,8.530827
Scheffelstrasse,residential,47.3967756,8.5303253
Guthirtstrasse,residential,47.3946806,8.5278751
Uhlandstrasse,residential,47.3943527,8.5286904
Corrodistrasse,residential,47.3962285,8.5244661
Bruggerweg,residential,47.3972635,8.523682
Kürbergstrasse,residential,47.3994411,8.5075285
Wunderlistrasse,residential,47.3979578,8.5192548
Griesernweg,residential,47.3969358,8.5188374
Trottenstrasse,residential,47.39485,8.5240702
Grossmannstrasse,residential,47.3961621,8.5067338
Ampèrestrasse,residential,47.3933467,8.5194501
Binzallee,residential,47.3633826,8.5167187
Ohne Namen,residential,47.3679651,8.5110487
Höfliweg,residential,47.368364,8.5101392
Brahmsstrasse,residential,47.3784412,8.5037396
Gutstrasse,secondary,47.3771218,8.4994085
Gutstrasse,secondary,47.3772956,8.4989951
Campanellaweg,residential,47.3821772,8.5007582
Flüelastrasse,residential,47.3820494,8.4953048
Gerstenstrasse,residential,47.3900529,8.5251187
Imfeldsteig,residential,47.3882304,8.5320786
Hirschengraben,tertiary,47.370899,8.54715
Zürichbergstrasse,secondary,47.3766622,8.5602845
Zürichbergstrasse,tertiary,47.3762247,8.5597782
Bucheggstrasse,primary_link,47.3983778,8.5380607
Hirschwiesenstrasse,primary,47.3998591,8.5442007
Dreispitz,residential,47.41002,8.5643245
Tulpenweg,residential,47.4049735,8.563293
Wattstrasse,residential,47.4132347,8.5453933
Eisfeldstrasse,residential,47.4147551,8.5504902
Sonntagsteig,residential,47.3836629,8.545748
Guggachstrasse,residential,47.3966715,8.5377769
Langackerstrasse,residential,47.397272,8.5386944
Spitzackerstrasse,residential,47.39734,8.5378839
Zeppelinstrasse,residential,47.3963758,8.5352939
Kinkelstrasse,residential,47.3868498,8.5420717
Kinkelstrasse,residential,47.3871871,8.5429039
Gladbachstrasse,tertiary,47.3767594,8.5598006
Letzistrasse,residential,47.3924804,8.5497474
Hadlaubstrasse,residential,47.3924638,8.5506348
Büchnerstrasse,residential,47.3841532,8.5505833
Toblerstrasse,residential,47.3801912,8.5573808
Spyristrasse,residential,47.3825524,8.5522218
Haldenbachstrasse,residential,47.3812043,8.5508544
Am Wettingertobel,residential,47.40185,8.4975843
Tobeleggstrasse,residential,47.3993976,8.5025272
Stationsstrasse,residential,47.3729431,8.5199987
Erikastrasse,residential,47.371329,8.5195442
Wiesendangerstrasse,residential,47.3725062,8.5121854
Gertrudstrasse,residential,47.3713101,8.5118085
Nussbaumstrasse,residential,47.3709361,8.5130901
Gässli,residential,47.4026242,8.5004931
Bläsistrasse,residential,47.401752,8.501306
Gubelstrasse,residential,47.4077827,8.5468212
Ligusterstrasse,residential,47.4057555,8.5445945
Allenmoosstrasse,residential,47.4052698,8.5455001
Allenmoosstrasse,residential,47.4050383,8.5425317
Eschenweg,residential,47.4034054,8.5430665
Mimosenstrasse,residential,47.4026816,8.5458168
Begonienstrasse,residential,47.4022973,8.5454573
Hirschgartnerweg,residential,47.4009716,8.5453666
Bülachstrasse,tertiary,47.4027519,8.5478957
Probusweg,residential,47.4021612,8.549175
Rosmarinweg,residential,47.4033683,8.5499821
Murwiesenstrasse,residential,47.4018985,8.5549644
Frohburgstrasse,residential,47.3871474,8.548519
Frohburgstrasse,residential,47.3863652,8.5484066
Waldgartenweg,residential,47.4033383,8.5601233
Streitholzstrasse,residential,47.398591,8.5533887
Strickhofstrasse,residential,47.3951767,8.5455204
Krattenturmstrasse,residential,47.3927146,8.5513004
Möhrlistrasse,residential,47.3920342,8.5461093
Schäppistrasse,residential,47.3901178,8.5475155
